customer_tweet_id,customer_text,brand_response,suggested_intent,suggested_confidence,suggested_auto_or_escalate,suggested_escalation_reason,intent,auto_or_escalate,escalation_reason,human_notes
2138789,@33582 @12 @115858 fix this bug before you ruin my klout score I️ demand it,@629044 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.768,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,other,AUTO-HANDLE,Routine troubleshooting,
1218392,@405874 @115858 I have a short battery life on a 5s .. it’s my work phone too 😡,@405873 You're in the right place, we'll do all we can to help. Connect with us in DM to get started: https://t.co/GDrqU22YpT,device_hardware,0.741,AUTO-HANDLE,device_hardware,AUTO-HANDLE,Routine troubleshooting,
2697213,@AppleSupport About half an hour ago,@757899 Go ahead and restart your iPhone and see if the progress updates. Which iPhone and iOS version are you using? You can check the version in Settings &gt, General &gt, About &gt, Version.,app_service,app_service,AUTO-HANDLE,Routine troubleshooting,
2321193,@AppleSupport Beautiful. Thank you.,@347023 It's our pleasure. You're most welcome.,app_service,0.876,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2126054,@AppleSupport My I️ :(,@626091 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,app_service,0.936,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
25270,my phone died and the little connect charger sign came up and when i got it turned back on it said my battery was half full that’s so cute @115858,@121464 We'd be happy to look into why your iPhone turned off and showed that symbol when it still had battery. Which iPhone and iOS version are you using? You can go to Settings &gt, General &gt, About &gt, Version to find the version.,device_hardware,billing_subscription,ESCALATE,Billing or account issue requires human review,
549572,Don’t do the iPhone software update it will mess up &amp, your phone/iPad will become unusable #appleproblems @AppleSupport,"@247964 If you're talking about update 11.1.2, that's been out for a few weeks now. The iOS 11.2 update was just released a few hours ago. Make sure to back up and update with these steps: https://t.co/osZOKKTalm If you're still having issues, let us know so we can help!",ios_update,0.707,AUTO-HANDLE,ios_update,AUTO-HANDLE,Routine troubleshooting,
1583841,@115858 EXAMPLE #1,"@487417 Let's help out. For a breakdown of what to do in this scenario, check out: https://t.co/xU1AGHStV6",other,0.923,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,other,AUTO-HANDLE,Routine troubleshooting,
2378137,@AppleSupport @115858 Where can we go to provide bugs that we have found on iOS 11?,@404422 We would be glad to help you. What issues are you experiencing? Let us know in DM. https://t.co/GDrqU22YpT,ios_update,0.754,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
807886,"@115858 @AppleSupport ios 11 has taken out my battery in 6s, 7 % battery nd it gets switch off, network issues also, plz help just fedup",@312512 Which version of iOS 11 are you using? Check Settings &gt, General &gt, About and let us know in DM. https://t.co/GDrqU22YpT,ios_update,0.536,connectivity,AUTO-HANDLE,Routine troubleshooting,
2419500,@AppleSupport **recieveing not reviewing. Typo.,@695090 Thanks for keeping us updated. What is the exact version number of iOS 11 you're currently using? https://t.co/ZTw54HL4Rm,app_service,0.657,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1683401,Hey @AppleSupport could you plus send another bug fix update? My phone has been glitching ever since I️ updated last week,@511675 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ios_update,0.92,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1707624,Well 11.1 has not solved the rapid battery drain #ios111 @115858 @AppleSupport,@517476 We want to help. Reach out to us in DM and let us know which iPhone you have. https://t.co/GDrqU22YpT,device_hardware,0.437,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
750031,"iOS 11 turned my 6s into a buggy 6. 

you’re moving backward @115858 and everyone is noticing",@299283 Let's take a closer look into this together. Reach out to us in a DM to get started. https://t.co/GDrqU22YpT,ios_update,0.756,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1905739,@applesupport still can't get my 7 to use my ringtones...,@567878 We're here to help out. Did you recently get a new iPhone 7 or change devices?,app_service,0.602,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
40485,@AppleSupport is de update 4.2 niet voor de Apple watch 1?,@124879 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,ios_update,0.548,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1999582,@AppleSupport i lost my AirPods is there a replacement program? I only had them for 11 days,"@591234 If you lost or misplaced your Airpods, first try these steps: https://t.co/paZWCA5O9U. DM us any additional questions: https://t.co/GDrqU22YpT",app_service,0.463,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
364079,"Is s possible to  Uninstall IOS 11 from I Pad, it drainss the battery way too quickly @AppleSupport ?",@202286 That's not what we like to hear. We want to help you. Shoot us a DM and let's get started. https://t.co/GDrqU22YpT,ios_update,0.594,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1120545,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10","@334031 We'd like to help you with your iPhone. Send us a DM and tell us what's happening, and which iPhone you have, to begin. https://t.co/GDrqU22YpT",ios_update,0.966,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2346110,"@AppleSupport guys, I bought Taylor Swift new album, but it disappeared on my library 😰 https://t.co/cSfErS9OyY","@364280 Hey, we'll help you so that you can enjoy the album that you've purchased. Can you go to the iTunes Store App &gt; More &gt; Purchased &gt; Music &gt; Not on this iPhone, and let us know if you see it there?",app_service,0.553,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1016750,@158636 @116333 Mine keeps dropping the WiFi signal ever since the update 😡😡,"@362685 We'd like to look into that. If you're willing, DM us specifics and we'll begin. https://t.co/GDrqU22YpT",connectivity,0.821,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,connectivity,AUTO-HANDLE,Routine troubleshooting,
2975679,@AppleSupport I’ve done all the basic troubles the phone is new. Like 2-3 weeks old,"@247001 We understand. Please send us a DM letting us know if this happens with one particular contact, or all contacts, and we'll continue working with you to resolve this. https://t.co/GDrqU22YpT",app_service,0.47,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1963383,Anyone else having trouble with the Apple Server? I just keep getting error messages. @AppleSupport,@354318 We'd like to help! Where are you getting an error about Apple Servers? What does it say exactly?,app_service,0.622,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2807596,@AppleSupport can someone tell me why my iPhone 8 keeps autocorrecting “it” to “It” - IT IS DRIVING ME INSANE!!! And I️  what is this about?,@783012 We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from there. https://t.co/GDrqU2kzhr,app_service,0.537,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1772832,"@AppleSupport Whatever the latest is when update runs. 11.??? Ok, checked and there is a 11.1 update waiting. Maybe that was addressed. Will download and see.",@532825 That's a great idea. Keep us updated.,ios_update,0.87,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1683404,"Hey @AppleSupport @115858, when are you going to fix the I️ glitch? I️ can’t handle this for much longer",@511676 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_performance,0.594,ESCALATE,Low intent confidence,device_performance,AUTO-HANDLE,Routine troubleshooting,
1393410,Anyone having issues with Apple Music today? It won't update any of my playlists. @AppleSupport,@444064 We definitely want you to enjoy your playlists! Are you talking about the playlists you create or the Apple curated playlists?,app_service,0.39,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2709969,"@AppleSupport iOS 11.2 on iPhone X. It was doing this on my iPhone 7, and with 11.1. But now it seems to be failing every single time instead of just randomly.","@760959 Thanks for reaching out to us for support.That is certainly not the experience that we wanted you to have with your watch, and we are going to do everything we can to help you. When you have a free moment, please check out this link for support: https://t.co/0pM9QoGYX9",ios_update,0.641,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2410182,"@AppleSupport All up to date, assume everything is ok on my end and take it from there like I said this issue is on the support forum going back 10 years ITS A BUG IN THE PROGRAM",@692963 Thanks for verifying. We've also received your DM message and have responded there.,app_service,0.381,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2134882,I️ this is getting annoying!!! @115858 when are you guys gonna fix this??? #annoyedaf #iphone #apple #wtf #bruh #wednesdaythoughts,@628092 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.646,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1267736,@AppleSupport iPhone 6S iOS 11.0.2,@416832 Thank you. We’re investigating and will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L,ios_update,0.981,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2298956,@AppleSupport this is my iPhone 6 after the update. It's been like this for more than 20 min. Any suggestion? https://t.co/YZEVzdSAyL,"@667310 We're here for you. Send us a DM, and we'll take a closer look at your iPhone together. https://t.co/GDrqU22YpT",ios_update,0.684,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
119495,@AppleSupport My iPhone 6s control center has started to look like this https://t.co/npPW9e76k9,@142511 We'd like to help. What version of iOS are you running on this iPhone? Have you restarted the device recently?,app_service,0.523,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2520716,@115858 I updated my phone and can’t make calls,"@717977 That is certainly not the experience that we wanted you to have with your device, and we are going to do everything we can to help you. When you have a free moment, please DM us so that we can look into this together. https://t.co/GDrqU22YpT",ios_update,0.858,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1795222,This thing is the bane of my life. @115858 when will you make things that don't break after a couple of months? This is the second one starts to pause and skip songs. 🙄 https://t.co/eJDJuuI7fo,@307350 Let's get this resolved. Have you tried it with any other headphones? Reply in DM and we'll get it resolved. https://t.co/GDrqU22YpT,other,0.502,ESCALATE,Low intent confidence,other,AUTO-HANDLE,Routine troubleshooting,
2591359,@115858 @AppleSupport La dernière mise à jour fait planter mon Iphone 6. Des fois il redémarre même tout seul !! Faites quelque chose ! 😡,@733930 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,app_service,0.454,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1802441,@115858 I can't charge my phone with charger falling out every time I slightly bump it.,@541596 We'd love to help. Your iPhone may need to be inspected in person. DM us which country you're in and we'll get started. https://t.co/GDrqU22YpT,device_hardware,0.524,ESCALATE,Low intent confidence,billing_subscription,ESCALATE,Billing or account issue requires human review,
2429192,None of my photos will load so I can see them and I also cannot send them. I don’t expect to pay £500+ for a iPhone for my photos not to load! I have done all updates that Apple have released and I also have plenty of storage on my phone. What’s going on @115858 @AppleSupport,"@697411 We'll get you pointed in the right direction. For help with Photos on your iPhone, connect with an Advisor who specializes in Photos here: https://t.co/IBIY3vMgPj You can connect with them by selecting Apps &amp; Software &gt; iOS Apps &gt; Photos for iOS.",ios_update,0.27,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2015217,"So @115858 , you thinks cool to charge over 1000 for a phone but just leave this here for us all to deal with?  Cause thats what I’m gonna do https://t.co/4XhUzdrERp","@595903 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 

DM us if you still need help. https://t.co/GDrqU22YpT",billing_subscription,0.802,ESCALATE,Billing or subscription issue requires human review,billing_subscription,ESCALATE,Billing or account issue requires human review,
1582111,If @115858 doesn’t fix these damn question marks!!!!! It’s beyond annoying.,@486993 We’d love to help you with that. Let's work through the steps suggested in this article: https://t.co/xU1AGHStV6,other,0.758,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,other,AUTO-HANDLE,Routine troubleshooting,
148263,"@AppleSupport updated to the latest iOS, now my Bluetooth is always on, I have to manually turn it off, it’s annoying! How do I change it","@149734 In iOS 11 and later, when you toggle the Wi-Fi or Bluetooth buttons in Control Center, your device will immediately disconnect from Wi-Fi and Bluetooth accessories. Both Wi-Fi and Bluetooth will continue to be available. Learn more here: https://t.co/G7BHuQnDS6",ios_update,0.684,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,connectivity,AUTO-HANDLE,Routine troubleshooting,
829137,Hey @115858. Can you help? Just got my iPhone X and this is the 2nd time this has happened! What is this weird box?? https://t.co/xqozSV6WT4,@317442 We can work together on this. Does this happen after using a particular app or receiving a message/alert?,other,0.442,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2652466,"@AppleSupport @115858 I am complaining about this product. many people are facing problem with this product. Case No. 100353043052 
https://t.co/W9dM6CN8Pa",@149717 We'd like to look into this with you. Could you please send us a DM so we can gather some information and take a look? https://t.co/GDrqU22YpT,app_service,0.473,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2288480,Ohhh fuck no my phone is starting to do that  “I️” shit!!! This is unacceptable @115858,@664865 Let us help. Please tell us which version of iOS you have installed on your device in a DM. https://t.co/GDrqU22YpT,other,0.647,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,other,AUTO-HANDLE,Routine troubleshooting,
1456488,"@AppleSupport Nope.. All contacts, I have 7+, iOS 11.1.",@458049 Are there any steps you've tried so far? Do you have a recent backup?,ios_update,0.831,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1764449,@AppleSupport That query is sorted. But have found I have a problem sending mail from my iPhone 7 since upgrading to 11.1  will this be sorted soon? I use it a lot..,@530777 We can look into the Mail app with you more. Send us a DM with more details on what is happening when you try to send a message. https://t.co/GDrqU22YpT,app_service,0.346,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1760178,AYO @AppleSupport WHY WONT IT LET ME UPDATE TO 11.1,@529773 We want to help. How are you attempting to update your iOS? Are you using iTunes or updating directly from your device?,ios_update,0.773,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2023920,.@115858 Maps at its finest. Telling me to keep left from the right lane before a left turn #NotDangerous #AppleMapsFail https://t.co/MXWu834zYT,"@598565 Hi there, we'd like to look into this for you. DM us more information about where this occurred and we'll go from there. https://t.co/GDrqU22YpT",other,0.298,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
291413,"@185384 Yip my 6s has turn to a big crock of shite, battery doesn't last 1 day and turns itself off at 17% @AppleSupport need to get this sorted out","@608259 If your battery life is shorter than expected, we'd like you to DM us to troubleshoot the possibilities and identify the cause. https://t.co/GDrqU22YpT",device_hardware,0.634,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,device_hardware,AUTO-HANDLE,Routine troubleshooting,
2978641,How long does the upgrade take ? Been around 2 hours... @AppleSupport @115858 this is while upgrading to Sierra https://t.co/gnDnzJHnUl,@821491 We'd be happy to help get your Mac updated. The time an update takes to install will vary depending on a variety of factors. Can you DM us if you have a Time Machine backup? We want to be sure your data is secure before advising on next steps: https://t.co/GDrqU22YpT,ios_update,0.355,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1674100,@AppleSupport why does my phone do this when the letter after “H” in the alphabet do this? Help! The picture provides the example. https://t.co/QNXoVQGaDj,@509386 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,app_service,0.489,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2772659,Facing problems to play videos in gallery on ios 11.2 version updated days ago.  @115858 @AppleSupport https://t.co/Q7r51uEDT4,"@237472 We'd like to help get your videos working again to enjoy them. Which app is this happening within and which model do you have?

Also, did you mean you have iOS 11.1.2 (official) installed, or iOS 11.2 (beta)?",ios_update,0.874,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2013410,@AppleSupport fix this shit I️,@595352 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,app_service,0.776,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
927627,@AppleSupport my music 🎧 apps freezes on my 🏃 away from my iPhone 📱 on the latest OS on Apple watch ⌚️ series 2,"@340090 We'd like to look into this with you so you can enjoy your run and music. If the iPhone is nearby, does it work without issue?",device_performance,0.619,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,device_performance,AUTO-HANDLE,Routine troubleshooting,
2050793,Hey @115858 fix your software I have to restart my phone 50x a day cause it’s constantly freezing. Wtf!?,@488649 Restarting is not what you expect to do frequently. Send us a DM telling us the iPhone you have and the iOS version number. https://t.co/GDrqU22YpT,device_performance,0.79,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,device_performance,AUTO-HANDLE,Routine troubleshooting,
1082431,@AppleSupport could you point out which phone number specifically?,@375327 Our direct number varies by region. DM us your current country of residence and we'd be happy to share the number with you. https://t.co/GDrqU2kzhr,app_service,0.589,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
402623,Un aplauso para @115858 y @AppleSupport por ios11. No llegan las notificaciones de WhatsApp hasta que no entras en la app,@211249 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,ios_update,0.404,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2675738,@AppleSupport have you stopped giving three months of Apple Music subscription with new beats x or it is just not available in India.,"@357036 We're happy to help with this. Send us a DM, and we'll continue from there. https://t.co/GDrqU22YpT",app_service,0.449,ESCALATE,Low intent confidence,billing_subscription,ESCALATE,Billing or account issue requires human review,
2480643,@115858 you phone is now the WORST. FOR typing and texting. Siri is s terrible day,@708824 We'd like to help you out with your iPhone. Which version of iOS are you using? Are you having trouble with the keyboard?,other,0.403,ESCALATE,Low intent confidence,other,AUTO-HANDLE,Routine troubleshooting,
1217593,@AppleSupport iPhone 6s and iOS update was 11.0.3,@405711 You mentioned issues with battery life. About how long is the battery lasting on a full charge?,ios_update,0.99,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
755774,@AppleSupport That seems to have solved the problem. Thank you!,@300644 Absolutely. We're happy to have helped!,app_service,0.676,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
569292,"Friends in Australia, and @AppleSupport any idea where I can buy a few of these (just the country specific adapter for a Macbook Air charger) https://t.co/Xe7g5JC6Yo","@10766 Reach out to our Apple Online Store team via the following link, and they can advise you on available options from there: https://t.co/8yjRd1Xo0i",device_hardware,0.649,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,billing_subscription,ESCALATE,Billing or account issue requires human review,
1331993,@115858 navigation prompts are pausing my music how do I fix that,@430744 We're here to help. Send us a DM and tell us which device this is happening on. Do you use Bluetooth devices during this time?,other,0.587,ESCALATE,Low intent confidence,other,AUTO-HANDLE,Routine troubleshooting,
2280341,@AppleSupport @AppleSupport in the control centre too! https://t.co/5uLu2PnZC7,@662905 We want to make sure things are working smoothly for you. Send us a DM and let us know what version of iOS you are running and we'll go from there. https://t.co/GDrqU22YpT,app_service,0.74,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1659118,Can @115858 plz fix I️,@506192 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXefaskH,other,0.844,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,other,AUTO-HANDLE,Routine troubleshooting,
687918,"@AppleSupport I ordered OSX Lion on the 21th, when will I get the Emails that'll allow me to download it? Or am I getting it on DVD?",@284303 We'd recommend reaching out to our experts here: https://t.co/8yjRd1Xo0i for further assistance with your order.,app_service,0.446,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
775437,@115858 if I don’t have my Apple TV remote how am I suppose to put the access code from my phone onto the Apple TV 🤦🏼‍♀️,"@305277 We can help. For assistance with your Apple TV, reach out to our support team here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT",app_service,0.294,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1924630,@AppleSupport is Siri is alive ?? I don’t think so coz she’s not at all working.... please fix it.,@572878 Let us know exactly what's going in with Siri. Send us a DM and include the country you're in. https://t.co/GDrqU22YpT,app_service,0.543,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
265024,ios11 is trash @115858 thank u for making my phone so glitchy that half of the functions don't work 😩👌🏻,@179135 We’d like to help with this. Can you start by letting us know what is going on via DM? https://t.co/GDrqU22YpT,ios_update,0.57,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
1592388,"Hey @115858, what’s this? @AppleSupport https://t.co/l2XsMKMTHJ",@489466 We’d love to help. Check out this article which goes into more detail about what you're seeing: https://t.co/sDSg93LaFu,other,0.421,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2111404,Thanks @115858 @AppleSupport my $1200 toy can’t even type the letter “I️” anymore... #iPhoneX #iphonexfail https://t.co/3zwul1fpOJ,@592406 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,app_service,0.631,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
764887,@AppleSupport Multiple apps such as streaming apps and assorted other apps cause my devices to freeze,@302813 Which version of iOS 11 are you running? You can check from Settings &gt, General &gt, About.,app_service,0.476,device_performance,AUTO-HANDLE,Routine troubleshooting,
1492788,@AppleSupport And yes 11.0.3 is installed unfortunately,@466657 What device is 11.0.3 installed on and where are you located? DM us. https://t.co/GDrqU22YpT,app_service,0.597,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1435807,"I have had the iphone for 3 years and this new update is destroying it. Wtf @115858?? I was thinking to buy the new one,but this is annoying",@453332 You've come to the right place for support with your iPhone. DM us and we'll get started. https://t.co/GDrqU22YpT,ios_update,0.608,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
2615214,"@AppleSupport my phone just dropped 6% battery life in less than 60 seconds. I timed it for shits and gigs. Wtf guys? Since updating, my battery doesn’t last more than an hour and a half of light use",@739241 Hi there. We'd like to help. Please tell us what version of iOS you see under Settings &gt, General &gt, About &gt, Version. We'll start there.,device_hardware,ios_update,AUTO-HANDLE,Routine troubleshooting,
1183762,Almost at the end of my tether with @115858 over ios11 and it’s subsequent updates. My new phone is basically useless,"@398353 We'd like to see how we can help. What are you experiencing with your iPhone? If you prefer, DM us here: https://t.co/GDrqU22YpT",ios_update,0.64,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
330959,What happens to an iPhone battery 😳😳😳😅@AppleSupport #iphone #batteryexplode https://t.co/2MbpAYCjPZ,@194797 We can assist you. Please DM us via the following link and we'll help you further from there. https://t.co/GDrqU22YpT,device_hardware,0.73,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,device_hardware,AUTO-HANDLE,Routine troubleshooting,
649780,@AppleSupport  https://t.co/nRaTCOswMF,"@274459 Thanks so much for reaching out to us today. For this particular issue, we'd like to have you reach out to our support team in the iTunes Store, they'll be able to take a closer look into this for you. You can contact them through this link: https://t.co/SDIe7UiyJN",app_service,0.974,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1346404,"Woke up, took my phone off the charger, opened up a few apps... phones on 86 percent... @115858 must wanna see me soon","@433974 We'd like to look into this. To start, which iPhone are you experiencing this on, and which iOS version is it running?",device_hardware,0.631,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,billing_subscription,ESCALATE,Billing or account issue requires human review,
1074260,@115858 necesito saber cual es el defecto de los 4G porque el mio se me apaga horriblemente,@373463 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,other,0.544,ESCALATE,Low intent confidence,other,AUTO-HANDLE,Routine troubleshooting,
2015753,@115858 needs to fix this dumb ass question mark shit,"@596073 We're here for you. Can you let us know, in DM, where you're noticing these question marks? Specifically, which app(s)? https://t.co/GDrqU22YpT",other,0.848,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,other,AUTO-HANDLE,Routine troubleshooting,
564000,"@AppleSupport I manually manage my music, no sync. I drag and drop to my device and 3 hours later, it's still greyed out. If I 'delete' the greyed out tracks it tells me I am deleting them from my device, even though they never transferred in the first place",@191752 Is both iTunes and your iPhone fully up-to-date? When did you start seeing this happen?,app_service,0.475,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
1202004,@AppleSupport can you use student discount on IPhones?,@402417 Great question. Click here to meet us in DM. We'll take it from there. https://t.co/GDrqU22YpT,app_service,0.625,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2013743,@AppleSupport what’s going on with my I️ phone,"@595448 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 

DM us if you still need help. https://t.co/GDrqU22YpT",app_service,0.637,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
323814,@AppleSupport hello i have an issue with the news app. I cant open it and i dont see it with my apps and im not able to download it https://t.co/SnQ0j9DDrP,@193127 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,app_service,0.516,ESCALATE,Low intent confidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2023928,"@598569 @115858 My phones been doing the same fucking thing, and it's dying super quick like always 🖕🏽",@598568 your iPhone is important to you, we'll do all we can to help. Let us know in DM if these steps help: https://t.co/H7w57rsYVQ https://t.co/GDrqU22YpT,other,0.586,ESCALATE,other,AUTO-HANDLE,Routine troubleshooting,
1467804,You need to fix this issue with my keyboard NOW @115858,@460698 Let's help take a closer look. Please DM us the device and version of OS that you're using. https://t.co/GDrqU22YpT,device_hardware,0.746,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,device_hardware,AUTO-HANDLE,Routine troubleshooting,
389729,"Dis @AppleSupport, pqoi mon écran verrouillé ressemble à ca ? Et j’ai bien compris que j’avais des message vocaux, tu me le dis 10x/jr ! 😬 https://t.co/rWuJQTIh2Y",@208251 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,app_service,0.623,AUTO-HANDLE,Routine troubleshooting with sufficient evidence,app_service,AUTO-HANDLE,Routine troubleshooting,
2014921,I guess @115858 is just gonna keep axing like this I️ situation isn’t going on? #Update,@595810 We're here to address your concerns. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,ios_update,0.444,ESCALATE,Low intent confidence,ios_update,AUTO-HANDLE,Routine troubleshooting,
