customer_tweet_id,customer_text,brand_response,customer_created_at,response_created_at
364088,Depuis la mise à jour IOS 11 le clavier de mon IPhone 6S bug à mort 😖 Merci @115858 @AppleSupport #Iphone #Apple #IOS11,@202289 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Sun Oct 08 17:29:01 +0000 2017,Sun Oct 08 19:15:52 +0000 2017
690420,@116333 The loss of the ability to manage apps is just inexcusible!  What the hell are you guys thinking.  I have hundreds of apps !,"@217532 What problems are you having trying to manage your apps? Let us know in a DM, and we'll help figure out a resolution. https://t.co/GDrqU22YpT",Wed Oct 18 13:41:04 +0000 2017,Wed Oct 18 13:47:02 +0000 2017
1765098,@AppleSupport Thx i got it working! APPLE ALL DAY BOI!,@240825 Terrific. We're glad to hear that the issue was resolved. Please don't hesitate to contact us if you need any assistance.,Wed Nov 08 01:36:58 +0000 2017,Wed Nov 08 01:55:00 +0000 2017
1714738,@115858 iOS 11.0.3.. suffering like hell with lags and bugs and slow as hell.. get us back to ios 10 instead.,@519324 We'd be happy to look into this with you. Can you provide us with which iPhone you're using?,Tue Oct 17 17:53:52 +0000 2017,Tue Oct 17 18:04:27 +0000 2017
11110,@AppleSupport The whole phone will just crash or freeze for over a minute. It be spazzing out too like it has a ghost in it or something.,@118097 Thanks. We'll help get to the bottom of this together. What version of iOS are you currently running?,Wed Nov 01 01:00:36 +0000 2017,Wed Nov 01 01:15:00 +0000 2017
2277618,Someone please explain to me why the fuck my phone doesn’t work with WiFi? 🙃 @115858 @AppleSupport,@662333 We've got you. Which iOS version are you running? When did you first notice this issue? Let's work on this together in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,Sat Nov 11 14:52:13 +0000 2017,Sat Nov 11 18:25:31 +0000 2017
599106,"@115858 it should not take 1 hour to transfer a 16gb 4k 60fps video from my iPhone to my computer. This is my second try, the transfer keeps failing.","@262093 We can help. Transferring a 16 GB file can take a significant amount of time. If the issue happens again, restart your iPhone and your computer. DM us if this continues. https://t.co/GDrqU22YpT",Sun Dec 03 20:12:32 +0000 2017,Sun Dec 03 20:30:28 +0000 2017
874784,"@AppleSupport what’s the deal with CarPlay and iOS 11? It doesn’t work anymore. Not 11.0.1, 0.2 or the latest .0.3. I’ve tried every “fix”.",@327685 Are you able to connect to Carplay? Have you tried to power off your iPhone? Let us know and we'll continue.,Fri Oct 13 04:25:41 +0000 2017,Fri Oct 13 12:55:01 +0000 2017
1776287,@AppleSupport I am having a problem after updating to ios 11.1 where whenever I get a notification my music or video stops playing any help?,"@533781 We've received your DM, and will continue working from there. Be on the lookout for our response.",Tue Nov 07 23:10:54 +0000 2017,Tue Nov 07 23:50:34 +0000 2017
334543,"@AppleSupport Actually it happened only once, I'm unable to reproduce the issue. No need for support so far, just wanted to point out the bug ☀️","@195722 No worries. If it happens again, let us know. Thanks!",Sat Oct 07 20:27:52 +0000 2017,Sat Oct 07 21:46:00 +0000 2017
37652,"Thanks @115858 for making my iPhone 6+ slow, sluggish non stop crashing, unresponsive &amp; battery life shot to pieces since new iPhone &amp; update",@124174 Were you able to get updated to iOS 11.1? Send us a DM to continue. https://t.co/GDrqU22YpT,Wed Nov 01 10:17:21 +0000 2017,Wed Nov 01 14:24:32 +0000 2017
1053680,@AppleSupport App Store not downloading apps using iOS 11.0.3 on 2017 iPad. Works fine on my 6s with iOS 10.3.3,@368970 We'd like to help. If you are having issues downloading apps take a look at the following link: https://t.co/FgWA1fgP26,Mon Oct 23 13:37:21 +0000 2017,Mon Oct 23 14:54:39 +0000 2017
2238968,@AppleSupport Already done this. It’s an update issue. Read the online forums. Widespread issue that magically started with latest update.,@652848 Can you let us know what version of iOS 11 you are running? You can check by going to Settings &gt; General &gt; About.,Sun Nov 26 18:02:39 +0000 2017,Sun Nov 26 18:23:00 +0000 2017
2960122,@AppleSupport hi I purchased an Apple Watch on line nearly a week ago which you sent Sunday via @122232 which they have failed to deliver or tell me when it will be delivered an expensive purchase with no communication and no present on my wife’s birthday please help,@816976 For further assistance with you order we'd recommend reaching out to our experts here: https://t.co/8yjRd1Xo0i,Wed Nov 29 20:08:58 +0000 2017,Wed Nov 29 20:25:34 +0000 2017
568415,@115858 My iPhone 7 is getting hanged regularly and during this period its power button never https://t.co/z2pGyWXaSX can see the message icon in the picture is little dark and same thing happens to other icon when it get hanged. https://t.co/MAZPVqNbCv,@253368 We want to help. Can you tell us which iOS version you have? Settings &gt; General &gt; About will tell you.,Sun Dec 03 02:09:34 +0000 2017,Sun Dec 03 02:15:51 +0000 2017
856353,@AppleSupport I think trying to update to High Sierra has destroyed my HD with all my uni work,@323357 We'll do all we can to help. Tell us more details about what's happening since trying to update to High Sierra.,Mon Oct 09 13:04:23 +0000 2017,Mon Oct 09 15:43:33 +0000 2017
291793,@AppleSupport Only while in the clock app as far as I can tell,@185487 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Fri Oct 06 16:29:31 +0000 2017,Fri Oct 06 19:44:53 +0000 2017
366143,@AppleSupport New update has drastically slowed my Air and the new iPhone 8 plus crashes and freezes more than my 6 plus. You all working on that or what?,@612154 Let's look into this for you. Are you running the latest version of iOS? Send us a DM and we can get started. https://t.co/GDrqU22YpT,Sun Oct 08 19:19:15 +0000 2017,Sun Oct 08 20:47:26 +0000 2017
1766782,@AppleSupport any plans to fix this bug so I can get back to using the letter I️ without trouble,@531298 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 21:12:19 +0000 2017,Tue Nov 07 22:02:36 +0000 2017
1350621,Yo @115858 we get that the iPhone 8 isn’t selling how you wanted. But your update sucks having to charge every 2 hours is just annoying,@434934 That's not okay. Let's take a look in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,Fri Oct 27 15:19:59 +0000 2017,Fri Oct 27 17:57:01 +0000 2017
585923,Hi @AppleSupport my old iPhone 6s is shutting down and bugging me out every 20 seconds 😞 please help https://t.co/Fxaxn1qwSU,@258337 We're sorry to hear this. Let's see what we can do to get it resolved. When did you start seeing these unexpected shutdowns?,Sun Dec 03 09:49:06 +0000 2017,Sun Dec 03 14:55:31 +0000 2017
1166773,@AppleSupport 11.0.3,@394446 Are all of your apps up-to-date in the App Store? Meet us in DM and we'll continue there. https://t.co/GDrqU22YpT,Tue Oct 24 19:07:23 +0000 2017,Tue Oct 24 19:33:00 +0000 2017
610287,I hate this new update for my #Iphone it is fucking up my battery life.. wtf!! Is up #Apple yaa doing a bad job. Retweet this true. @115858 @AppleSupport,@265096 Let's be sure your iPhone is working well with iOS 11. Have you had the chance to backup and update to iOS 11.0.2 yet?,Wed Oct 04 05:39:57 +0000 2017,Wed Oct 04 13:00:00 +0000 2017
1329239,@AppleSupport ever since I applied the last update my phone is not working properly!,@430138 Let's see what's going on. Send us a DM with some more details. https://t.co/GDrqU22YpT,Mon Oct 16 04:25:43 +0000 2017,Mon Oct 16 12:41:26 +0000 2017
407937,@AppleSupport Thank you! My phone was set to backup when the device was plugged in to charge rather than manual backup. How can I check these settings?,"@212247 If you go to Settings &gt; {Your name at the top} &gt; iCloud &gt; Backup, is the iCloud Backup option turned on?",Tue Oct 10 05:04:16 +0000 2017,Tue Oct 10 13:14:33 +0000 2017
1635780,@115858 fix this I️,@500357 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Sun Nov 05 18:35:13 +0000 2017,Sun Nov 05 21:18:00 +0000 2017
455076,5 hours in of texting her and um? my eyes hurt    why isn’t there a dark setting? @115858 fix this https://t.co/kcav5RrcQu,"@223024 Thanks for contacting us. We have several ways to change the display brightness on your device and we're happy to help. To start, let us know what model device and version of software you're using.",Thu Nov 30 23:04:08 +0000 2017,Thu Nov 30 23:19:24 +0000 2017
1752341,"@AppleSupport  Hi , when Apple will release the smart battery case for iphone 8 ?",@527915 We've received your DM and will continue working with you there. Look for a reply from us shortly.,Tue Nov 07 15:24:28 +0000 2017,Tue Nov 07 18:38:19 +0000 2017
263445,@AppleSupport 11.0.02.,@178791 Got it. Let's go into DM so we can take a deeper look at what's going on. https://t.co/GDrqU22YpT,Fri Oct 06 04:11:20 +0000 2017,Fri Oct 06 12:53:32 +0000 2017
508254,@115858 @AppleSupport @120640 @118936 @116333 @119462,"@236695 We understand why you're concerned. Join us in DM with more details about the repair, including the country you're located in. https://t.co/GDrqU22YpT",Sat Dec 02 04:49:15 +0000 2017,Sat Dec 02 14:23:25 +0000 2017
2141585,Como faço para saber que um pedido à @AppleSupport foi realizado ou está em andamento? Troca de celular em garantia está demorando muito!!!,"@629726 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Wed Nov 08 22:48:26 +0000 2017,Wed Nov 08 23:01:30 +0000 2017
555265,@AppleSupport Hi I just updated to iOS 11.2 and Apple Pay Cash isn’t there. It said in release notes iOS 11.2 introduces Apple Pay Cash! Just wondering why it was left out...,"@249641 Apple Pay Cash is included as part of the iOS 11.2 update. We are expecting it to be available sometime this Fall. Take a look at all the sections of this article, as it has the release date of Fall. https://t.co/uHrOd2X7XG",Sat Dec 02 14:51:19 +0000 2017,Sat Dec 02 19:49:55 +0000 2017
1557830,@AppleSupport @115858 you see those lil things in the top left?? That’s my successful WiFi along with my LTE for backup. Wtf is this bullshit? https://t.co/qYLseOrEuZ,@481525 Hello. Thanks for reaching out. Have you tried restarting your phone to see if the issue persists?,Tue Nov 21 09:37:39 +0000 2017,Tue Nov 21 14:18:00 +0000 2017
2445274,@AppleSupport The fact this happens I️ when ever I type the letter “I”,"@701070 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6",Wed Nov 15 13:53:16 +0000 2017,Wed Nov 15 15:56:00 +0000 2017
2696058,@AppleSupport Tried it. Doesn’t help! Battery still dies in around 4-5 even when it’s idling,@757613 Thank you for that information.  Can you send us a screenshot of Settings &gt; Battery &gt; Last 24 Hours and Last 7 Days with the clock icon enabled?,Tue Nov 21 04:43:00 +0000 2017,Tue Nov 21 13:36:00 +0000 2017
324556,"@AppleSupport I tried but it didn't work :( I feel the iphone active, it ring when somebody call, but I can't do anything. I think I need a replace it",@193316 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Sat Oct 07 23:17:43 +0000 2017,Sun Oct 08 00:58:52 +0000 2017
2112910,"@AppleSupport What worked was, using my VPN!",@623065 That's great news that you were able to update.  Let us know if you need any further assistance. https://t.co/GDrqU22YpT,Wed Nov 08 14:05:41 +0000 2017,Wed Nov 08 16:37:01 +0000 2017
1921766,Anyone know if i can bring this back to the Apple store and they give me new ones? @115858 https://t.co/O7CXgvD8Rv,@572095 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,Fri Oct 27 01:58:01 +0000 2017,Fri Oct 27 02:06:28 +0000 2017
1116307,Can anyone tell me why my # is greyed out??? Thanks! @AppleSupport @115858  @ATT https://t.co/x8QluzxdaH,"@383410 We can help out! Send us a DM, and we'll catch up there. https://t.co/GDrqU22YpT",Sat Oct 14 20:26:42 +0000 2017,Sun Oct 15 12:05:00 +0000 2017
2547142,"@115858 Siri is so bloooooooooody frustrating, wish they would just remove the product until it works reliably",@226114 What kind of issues are you having with Siri? We'd love to help out.,Thu Nov 16 07:50:17 +0000 2017,Thu Nov 16 14:33:00 +0000 2017
2488757,"@AppleSupport so you know why I haven’t already received the Vetrans Day workout badge? I worked out for more than 11min on that day. I did not use the workout app though, that was just exercise counted towards the activities I performed that day. https://t.co/GjYnFkDjyA",@232123 Let's look into this together. Which iOS and watchOS versions are currently installed?,Wed Nov 15 15:59:50 +0000 2017,Wed Nov 15 16:46:00 +0000 2017
2932168,"It’s super awesome that the iOS update frl@ @115858 to fix the I glitch drains my battery. Phone has been off the charger for 2 hours and I’m down to 67%.
In other news being able to write long drawn out rambling tweets is neat.","@810959 We'd love to take a closer look at what's happening with your battery to figure out the best path to resolution. Let's continue chatting via DM. When you reach out, let us know what type of iPhone you have, along with your specific iOS version. https://t.co/GDrqU22YpT",Tue Nov 14 19:43:08 +0000 2017,Tue Nov 14 20:15:06 +0000 2017
1772178,WHAT TF IS UP WITH THESE QUESTION MARK BOXES CAN SOMEONE PLEASE FUCKING EXPLAIN @AppleSupport @115858,@532649 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 23:23:09 +0000 2017,Wed Nov 08 01:52:51 +0000 2017
1623370,@115858 what the fuck is going on with my phone every time I️ press my “I️” something’s else comes up,@497281 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help.,Sun Nov 05 10:23:44 +0000 2017,Sun Nov 05 17:35:41 +0000 2017
2734138,"Please fix WiFi problem in iOS 11.1.2 every time I turn it on in Control Center, I still have to go into settings, tap into WiFi (not searching), go back to aettings, and go back into WiFi again (now searching but not automatically connect). FIX IT!!! @AppleSupport",@686013 We'd love to help you with that behavior. Please DM us so we can get more information. https://t.co/GDrqU22YpT,Mon Nov 20 16:22:24 +0000 2017,Mon Nov 20 16:29:00 +0000 2017
1222659,@AppleSupport FIX THE BATTERY LIFE. NOW,"@406898 We can partner to work towards a resolution. DM some details on what you’re noticing with battery life, &amp; the device you’re using. https://t.co/GDrqU22YpT",Wed Oct 25 12:08:34 +0000 2017,Wed Oct 25 14:23:46 +0000 2017
1141009,@AppleSupport Unwillingly *,@388582 Have you checked your settings to see if you can make any adjustments to maximize your performance: https://t.co/bivpdfBNJ6,Tue Oct 24 15:17:10 +0000 2017,Tue Oct 24 15:41:36 +0000 2017
823622,@AppleSupport It’s happening with all of them.,@316194 Got it. Let's meet up in DM to look into this further. Let us know in DM if this happens on both Wi-Fi and cellular data. https://t.co/GDrqU22YpT,Fri Oct 13 00:31:12 +0000 2017,Fri Oct 13 00:53:30 +0000 2017
2569230,@AppleSupport whay can't I view/type in landscape on my iphone 6s v 11.0.3? This is annoying and makes it impossible to comment quickly.,@728701 We'd like to learn more about what's going on. Let's meet in DM and we'll work together on this. https://t.co/GDrqU22YpT,Mon Oct 30 16:18:03 +0000 2017,Mon Oct 30 16:23:00 +0000 2017
883999,"I'm friggin ticked off that 1 1/2 gen old phone  (iPhone 6s) is having a hard time with #ios11, it feels as @115858 does this crap on purpose",@329923 Let's look into this. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Fri Oct 20 21:00:52 +0000 2017,Fri Oct 20 22:16:27 +0000 2017
1911702,@AppleSupport Since I updated my iPhone 6 Plus and my iPad Air to iOS 11.0.3 I stopped receiving notifications from several apps...,@569471 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,Thu Oct 26 18:05:12 +0000 2017,Thu Oct 26 18:44:32 +0000 2017
375083,"@AppleSupport The speaker button would not work when pressed, the screen freezes in all of my apps. It all started with the 11.0.2 update.",@204939 Let's work on a solution together. Please DM us with the country where you're located to continue. https://t.co/GDrqU22YpT,Mon Oct 09 01:16:47 +0000 2017,Mon Oct 09 01:41:27 +0000 2017
12568,@AppleSupport 11,@118508 Send us a DM and we can check on more options for you. https://t.co/GDrqU22YpT,Wed Nov 01 01:42:09 +0000 2017,Wed Nov 01 01:46:30 +0000 2017
1443235,@AppleSupport Hello how to restore factory settings for iPhone? 😀,"@454867 You've come to the right place for help with this. Check out the following resource, which provides the details you're looking for: https://t.co/swvuDDNFQT

DM us if you have any questions. https://t.co/GDrqU22YpT",Sat Nov 25 07:44:56 +0000 2017,Sat Nov 25 13:56:00 +0000 2017
430771,@AppleSupport Yes,@217435 Does Bluetooth work with any other devices apart from the car?,Tue Oct 10 14:52:25 +0000 2017,Tue Oct 10 16:34:00 +0000 2017
2031500,@600703 @AppleSupport It used to work in our old world adapter (it fits) but it suddenly stopped (works for everything else tho),@600702 You may look into our Traveler's Kit which includes many adapters: https://t.co/gQPkzPwb2P Send us a DM if you have more questions. https://t.co/GDrqU22YpT,Tue Nov 07 12:03:03 +0000 2017,Tue Nov 07 13:40:43 +0000 2017
2111407,"Mr. Tim_Cook and @115858, I'm not sure what you're doing, but it's simply not acceptable that my #iPhone 6+ slows to a snails 🐌 pace after the latest #iOS update. This can't continue. #UnhappyCustomer 😡😤😡 #Apple","@622781 We’d love to help. To start, please send us a DM with more details on the behavior you’re experiencing. https://t.co/GDrqU22YpT",Wed Nov 08 13:38:32 +0000 2017,Wed Nov 08 16:29:00 +0000 2017
1735078,am i the only one who doesn't get how @115858 hasn't fixed the creepy autocorrect situation yet?!are we being punked?we're being punked,@523945 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 04:09:06 +0000 2017,Tue Nov 07 13:48:00 +0000 2017
2336141,Hey @115858 is there a way to roll back this update?  Unless the update was supposed to slow my phone down?,@675929 We're here to help out. DM us which iPhone model and specific iOS version you have. https://t.co/GDrqU22YpT,Fri Oct 20 02:48:30 +0000 2017,Fri Oct 20 03:19:00 +0000 2017
671332,@AppleSupport No sound or vibrate notification on texts when locked,"@280160 Just to clarify, does this occur with all apps or only text messages?  Additionally, when did you first notice this behavior?",Thu Nov 23 00:35:13 +0000 2017,Thu Nov 23 00:46:31 +0000 2017
1161746,@116333 just converted from Fitbit to Apple Watch today. Now let’s get a comprehensive app and community like what the Fitbit app offers!,@393321 Thanks for reaching out. We do have an option to share your data with friends and family. Take a look: https://t.co/yf4saojSeQ,Sun Oct 15 18:54:55 +0000 2017,Sun Oct 15 19:04:00 +0000 2017
2549086,"@AppleSupport @123765 I get that some processes still have to run in the background, but I think that 25 mins is too much for an app that needs screen to do stuff","@342220 Let's see what's going on with that app. Please DM, we'll meet you there to help out. https://t.co/GDrqU22YpT",Mon Oct 30 12:11:38 +0000 2017,Mon Oct 30 14:09:00 +0000 2017
101278,@AppleSupport Is there any way to check the overall battery health of my iPhone 6?,"@138167 We understand how important battery life is. 

Let's take a look into your support options in DM. Send us a message with the version of iOS you're currently on. The latest is iOS 11.1.2. https://t.co/GDrqU22YpT",Thu Nov 30 16:57:50 +0000 2017,Thu Nov 30 17:21:00 +0000 2017
2676057,@AppleSupport  can you advise why my “is” keeps changing to “I.S” since I updated to IOS 11.0.3.  My boss I.S looking at me strange now 👀,@753223 Let's check to see if it shows up in text replacement. This article walks you through the steps: https://t.co/U5VKSTl2CD,Tue Oct 31 10:01:13 +0000 2017,Tue Oct 31 13:37:57 +0000 2017
939098,"@AppleSupport The game sound cuts out only when screen recording, but normal play it doesn’t cut out. So, yes we’re on the same page.","@342619 Thank you. If you don't speak, does the audio continue to record, or does it shut off at five seconds regardless? Let us know in DM. https://t.co/GDrqU22YpT",Sat Nov 25 16:56:01 +0000 2017,Sat Nov 25 17:08:00 +0000 2017
1930995,"@AppleSupport Hi, i a macbook air  owner in India, my laptop has got lock screen i dont know how plz help my contact is 9831002355.",@574616 We'd be happy to look into what's going on. DM us some more info about that lock screen and we'll see how we can help. https://t.co/GDrqU22YpT,Sat Oct 28 13:36:43 +0000 2017,Sat Oct 28 15:01:00 +0000 2017
1804432,@123765 Help!!! @115858 since upgrading to iOS 11 my FindUnfollow app can’t access my account. Twitter doesn’t appear in privacy settings- ??? Help,@542161 Let’s team up to get this addressed. Which version of iOS 11 are you using? Let us know via DM. We’ll go from there. https://t.co/GDrqU22YpT,Fri Oct 13 16:54:48 +0000 2017,Fri Oct 13 17:32:26 +0000 2017
940631,"My #iPhone6 has this weird bug where no matter how long I use it, the batter always says 100%. No idea what’s going on. @AppleSupport","@342986 We’ll be glad to help out. To begin, let us know the iOS version it’s on, and we’ll go from there.",Sat Oct 21 05:21:52 +0000 2017,Sat Oct 21 15:38:26 +0000 2017
554883,"@115858 why does my phone keep freezing when I switch between apps? Everything was fine and then I downloaded the update, oh and fix this “I.T” too. Fucking fix “I.T“ #StillOnIphone7Hype",@249526 Thanks for reaching out. Could you tell us what kind of iPhone are you using and what is the exact iOS version you're running? Tap Settings &gt; General &gt; About and let us know.,Sat Dec 02 17:38:59 +0000 2017,Sat Dec 02 20:31:28 +0000 2017
1772853,@AppleSupport Thanks apple,@532833 You're welcome.  Let us know if you have any further questions. We're happy to help.,Wed Nov 08 02:30:11 +0000 2017,Wed Nov 08 02:56:10 +0000 2017
1213480,@AppleSupport I'm having problems with my IPhone 7 battery (it lasts less than 6 hours using it normally) since I downloaded new iOS 11.0.3 Why can it be?,@404813 We want to help. Take a look here for a few tips: https://t.co/bivpdfBNJ6  Please DM us if you're still having trouble. https://t.co/GDrqU22YpT,Wed Oct 25 17:57:42 +0000 2017,Wed Oct 25 18:09:45 +0000 2017
2364560,"@AppleSupport stuck on this every time I restart, no option to quit the installer. Help please! https://t.co/P7rnfQrvqW","@682677 We got your back. To start, let's attempt to reinstall the macOS software through Recovery Mode. Use this article as reference: https://t.co/rG6X7FwMFb

Please, keep us posted on the results.",Mon Nov 13 21:35:53 +0000 2017,Mon Nov 13 22:14:29 +0000 2017
2134848,@AppleSupport Not sure why I’m getting this message when tapping on details for a calendar event. What can I do to resolve it? https://t.co/jKwaWa0bik,@309650 Thanks for reaching back out to us. Does this still happen on restarting your watch?,Wed Nov 08 15:49:32 +0000 2017,Wed Nov 08 17:44:00 +0000 2017
553483,@115858 why does my iPhone 7 Plus just restart randomly? I have reset and updated version still will just turn off when ever and restart? Help?,"@249086 You came to the right place, we know you want to get your device working properly again. Try to back up &amp; follow these steps to resolve it: https://t.co/osZOKKTalm

If you continue to experience this issue or run into questions, DM us. We'll be here for you. https://t.co/GDrqU22YpT",Sat Dec 02 16:43:12 +0000 2017,Sat Dec 02 20:12:00 +0000 2017
2519363,@AppleSupport why is my phone not letting my call anyone wtf,"@717634 Let's look into that. Send us a DM, and we'll go from there. https://t.co/GDrqU22YpT",Wed Nov 15 23:54:43 +0000 2017,Thu Nov 16 01:02:30 +0000 2017
2321154,"Anyone else having an issue with their iPhone 7plus not maintaining the camera settings? Live Photos keeps turning on, my photo grid keeps turning off. Uuuugh. @AppleSupport, suggestions?",@160251 We can help! Which version of iOS is this happening on? Find that in Settings &gt; General &gt; About and reply in DM. https://t.co/GDrqU22YpT,Sun Nov 26 16:19:33 +0000 2017,Sun Nov 26 16:41:00 +0000 2017
2983596,my phone was stolen &amp; this picture showed up on my icloud @AppleSupport https://t.co/WF80BahmjF,@219948 We are here to help. Please refer to the following article for steps to take when your iPhone stolen: https://t.co/fUoKdx4Yut,Tue Oct 31 20:57:51 +0000 2017,Tue Oct 31 21:14:26 +0000 2017
1977479,"@AppleSupport my 2 month old watch does not work and your support site with my case crashes, what am i supposed to do? https://t.co/wd8NqEmrC5",@568783 We'd like to help with your Apple Watch. What issue are you experiencing with it? Feel free to share a few details in DM. https://t.co/GDrqU22YpT,Wed Nov 01 19:44:20 +0000 2017,Wed Nov 01 20:25:36 +0000 2017
869906,@115858 when is y’all gone fix these issues,@326557 We're happy to help however we can. Please let us know what issues you're experiencing and we'll go from there.,Fri Oct 20 15:24:26 +0000 2017,Fri Oct 20 16:29:24 +0000 2017
338611,@AppleSupport Automatic. I don't use bluetooth headset (only the lightning earbuds).,"@196832 To confirm, are you not hearing ringing in the headphones at all? Ringing in both is expected behavior. DM us the answer. https://t.co/GDrqU22YpT",Sun Oct 08 00:54:09 +0000 2017,Sun Oct 08 03:17:31 +0000 2017
67418,@115858 Why is it that i have been waiting for almost a month for a refund of a returned item i paid cash for in the first place? Where is my money?,@131397 We can assist you. Please DM us via the following link with the country in which you are located. https://t.co/GDrqU22YpT,Thu Nov 30 05:17:34 +0000 2017,Thu Nov 30 13:47:00 +0000 2017
935956,@AppleSupport iOS 11.0.3. iPhone 7 Plus. Thank you!,@341890 Do you have access to a computer that has or could be used for iTunes for the purposes of restoring your iPhone?,Sat Oct 21 17:57:20 +0000 2017,Sat Oct 21 20:05:00 +0000 2017
283581,@AppleSupport I turned my iPad off and back on again and now they’re updating 😊,"@183553 That's great! If you have any other questions, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time.",Fri Oct 06 15:35:16 +0000 2017,Fri Oct 06 17:53:29 +0000 2017
825110,"Anyone having problems with Photos app not syncing with cloud in #iOS11 @AppleSupport, Very annoying","@316511 Maybe we can help. Is this specific to iCloud Photo Library, or are other iCloud-based items not syncing as well?",Fri Oct 13 00:22:51 +0000 2017,Fri Oct 13 00:39:00 +0000 2017
1617957,WTF IS THIS QUESTION MARK SHIT @115858,@496092 Thanks for reaching out. We currently have a workaround for this. Here's how: https://t.co/xXaXeeSRt9,Sun Nov 05 03:29:53 +0000 2017,Sun Nov 05 14:33:00 +0000 2017
2015396,Hey @115858 get this fixed please we all look like we’re speaking in code. I️ hate this.,@595959 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Sun Nov 05 15:46:24 +0000 2017,Sun Nov 05 19:21:28 +0000 2017
2002383,I️ thought I️ was the only one!! @AppleSupport https://t.co/UfdDee7XiD,@592097 We'd love to assist you with this. Click here to connect with us in DM and tell us which device and software version you have: https://t.co/GDrqU22YpT,Fri Nov 03 17:49:38 +0000 2017,Fri Nov 03 22:07:33 +0000 2017
1088814,I’m already sick of iMessage spam and it’s only happened for 2 days @AppleSupport any chance you could stop this from being a thing? Ugh. https://t.co/kuOVf9qmw6,@376843 Let's look into this iMessage issue for you. Send us a DM and we can look into this. https://t.co/GDrqU22YpT,Mon Oct 23 19:03:09 +0000 2017,Mon Oct 23 19:09:32 +0000 2017
248173,@AppleSupport it’s been like this since i updated to ios 11.0.2 i already tired all the methods listed on that link plus my phone is only 4 days new!,@174961 Send us a DM with the country you are located in and we will continue from there. https://t.co/GDrqU22YpT,Thu Oct 05 15:30:44 +0000 2017,Thu Oct 05 16:24:00 +0000 2017
1368859,"@AppleSupport Is there any way to roll my iPhone’s iOS back to 10? So many issues, battery life, Bluetooth, display, freezing etc. since 11. https://t.co/4il93FNuG3",@438624 We want to help with the issues you're experiencing. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Sat Nov 25 21:19:28 +0000 2017,Sat Nov 25 21:26:26 +0000 2017
2008033,@AppleSupport this update is garb. Please help,@517927 We can help with your Apple products and services. Send us a DM with the details of what you're experiencing. https://t.co/GDrqU2kzhr,Sat Nov 04 07:04:32 +0000 2017,Sat Nov 04 15:32:30 +0000 2017
1785592,"@115858 @AppleSupport locked out of my icloud, not getting two factor aunthetication text.. a",@536471 Check out this support article under the Frequently Asked Questions: https://t.co/RONuUjClwW DM us if you still have any issues. https://t.co/GDrqU22YpT,Wed Oct 11 10:37:54 +0000 2017,Wed Oct 11 14:22:21 +0000 2017
1208449,@AppleSupport my iPhone 7 Plus keeps freezing after update! HELP!!,@403735 We'd love to work together on this with you. Meet us in DM with additional details to get started: https://t.co/GDrqU22YpT,Sun Oct 15 22:42:10 +0000 2017,Sun Oct 15 22:46:58 +0000 2017
2406597,@115858 can you fix the I️ now?? Sick of this! 😐,"@259363 With the release of iOS 11.1.1, the issues with Text Replacement was resolved. We recommend backing up your device and updating to the latest version. More info on both of those processes is located here: https://t.co/xXaXeeSRt9",Tue Nov 14 13:54:32 +0000 2017,Tue Nov 14 15:37:01 +0000 2017
2706895,@AppleSupport 3.1 GB,@760198 Thank you for that information.  Can you send us a screenshot of Settings &gt; Battery &gt; Last 24 Hours and Last 7 Days with the clock icon enabled?  Do you have any available updates for apps in the App Store?,Mon Nov 20 08:18:27 +0000 2017,Mon Nov 20 14:14:33 +0000 2017
